ra decl field nid jd exp_mjd magpsf sigmapsf fid ssnamenr fieldRA_deg fieldDec_deg visit_id mjd HEclObsy_X_au HEclObsy_Y_au HEclObsy_Z_au obs_id designation splitname r_au r_au_y theta_x_deg theta_y_deg theta_x_eq_deg theta_y_eq_deg
284.4001347 -8.1695936 385 612 2458366.6285880003 58366.12858800031 18.1499 0.11541199999999999 2 11106 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96427 11106 11106 3.1268978939 3.1268978939 -4.2698758189328885 1.5720225396503762 -6.093831019304901 0.9604480196755993
286.8371944 -8.056133500000001 385 612 2458366.6285880003 58366.12858800031 19.1678 0.132431 2 252470 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96436 P2470 252470 2.1762589177 2.1762589177 -2.460857603765628 1.2805735244629348 -3.656771319304937 1.0739081196755986
288.3029673 -11.5631212 385 612 2458366.6285880003 58366.12858800031 17.5069 0.0648289 2 16663 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96428 16663 16663 2.7653461454 2.7653461454 -1.8774459766020875 -1.331157809624219 -2.1909984193049468 -2.4330795803243994
290.0984941000001 -6.4203078 385 612 2458366.6285880003 58366.12858800031 17.4996 0.047833600000000004 2 10051 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96429 10051 10051 2.0220650372 2.0220650372 0.11117951830271337 1.8782775665274523 -0.39547161930482844 2.7097338196756002
285.65409 -6.6507068 385 612 2458366.6285880003 58366.12858800031 18.7389 0.11175999999999996 2 81751 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96430 81751 81751 2.141058289 2.141058289 -3.1291231460970623 2.436436662607066 -4.839875719304928 2.4793348196756
285.193862 -12.2501144 385 612 2458366.6285880003 58366.12858800031 18.7961 0.157895 2 28490 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96431 28490 28490 3.4888767669 3.4888767669 -4.210808957448624 -1.3947301583329552 -5.3001037193049 -3.1200727803243993
285.4022293999999 -12.1040013 385 612 2458366.6285880003 58366.12858800031 19.0691 0.170984 2 243778 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96432 O3778 243778 1.748267602 1.748267602 -4.040080115244811 -1.319504618241713 -5.091736319305028 -2.9739596803244
287.0770126 -8.5051206 385 612 2458366.6285880003 58366.12858800031 18.2728 0.08788610000000001 2 46949 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96433 46949 46949 2.589711027 2.589711027 -2.3489591470452265 0.9357714839759066 -3.416953119304935 0.6249210196756003
287.5779889 -7.1674774 385 612 2458366.6285880003 58366.12858800031 18.5139 0.0821787 2 25869 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96434 25869 25869 4.4884351359 4.4884351359 -1.7987765656842873 1.7748918930556277 -2.9159768193049445 1.9625642196756
286.91031210000006 -8.3102678 385 612 2458366.6285880003 58366.12858800031 17.8318 0.057386800000000016 2 11396 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96435 11396 11396 5.1110528674 5.1110528674 -2.442973749586667 1.09475841637467 -3.5836536193048687 0.8197738196755999
287.3138112 -13.3150688 385 612 2458366.6285880003 58366.12858800031 18.4891 0.109323 2 29856 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96441 29856 29856 2.7077864877 2.7077864877 -2.805789293170987 -2.402886290310347 -3.180154519304949 -4.185027180324401
288.9027501 -8.671724099999999 385 612 2458366.6285880003 58366.12858800031 18.6396 0.100311 2 230633 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96422 N0633 230633 2.3143950239 2.3143950239 -1.0606882648326124 0.5474045748011057 -1.5912156193049327 0.4583175196756013
289.9229466999999 -9.3664009 385 612 2458366.6285880003 58366.12858800031 18.5712 0.11490299999999999 2 13779 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96451 13779 13779 2.4884829241 2.4884829241 -0.4345311817163465 -0.07368645413872645 -0.5710190193050266 -0.23635928032440034
284.4866897 -6.9186918 385 612 2458366.6285880003 58366.12858800031 18.2021 0.105808 2 27251 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96483 27251 27251 2.4089756892 2.4089756892 -4.032680674486467 2.435519711389988 -6.007276019304925 2.2113498196755996
289.8100748 -12.9767589 385 612 2458366.6285880003 58366.12858800031 18.6197 0.12787 2 87233 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96449 87233 87233 2.1865209794 2.1865209794 -0.9954910344984204 -2.492176603341487 -0.683890919304929 -3.8467172803244
290.2255495 -9.1973071 385 612 2458366.6285880003 58366.12858800031 18.2872 0.100436 2 48119 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96450 48119 48119 2.3020812601 2.3020812601 -0.19796201861671212 -0.005028280520142189 -0.26841621930492465 -0.06726548032439972
284.10538239999994 -13.2246193 385 612 2458366.6285880003 58366.12858800031 12.8191 0.0275346 2 97 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96482 00097 97 2.9652334724 2.9652334724 -5.130525027382804 -1.9439568914450231 -6.388583319304985 -4.0945776803244005
283.9394501000001 -11.956342 385 612 2458366.6285880003 58366.12858800031 16.6594 0.0565005 2 1724 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96481 01724 1724 2.8582378944 2.8582378944 -5.101229120996823 -1.0272775971434942 -6.554515619304823 -2.8263003803243993
285.2248805000001 -13.163368099999998 385 612 2458366.6285880003 58366.12858800031 15.5468 0.0255478 2 3115 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96480 03115 3115 2.7687355151 2.7687355151 -4.299270116659261 -2.037681301264319 -5.269085219304827 -4.033326480324398
289.71003460000014 -12.3051993 385 612 2458366.6285880003 58366.12858800031 17.0058 0.052255600000000006 2 5067 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96479 05067 5067 2.7399544927 2.7399544927 -0.9789572189524951 -2.0247812810190435 -0.783931119304782 -3.1751576803244
286.651804 -9.349919 385 612 2458366.6285880003 58366.12858800031 19.3145 0.155831 2 421149 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96478 g1149 421149 2.4908526421 2.4908526421 -2.7725761647935925 0.41779690807777914 -3.8421617193048974 -0.21987738032439985
284.7008094 -7.3952002000000014 385 612 2458366.6285880003 58366.12858800031 15.9393 0.031179900000000007 2 1425 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96477 01425 1425 2.7810291382 2.7810291382 -3.9396821221911758 2.068246594584161 -5.793156319304899 1.7348414196755986
285.85775160000014 -12.6681725 385 612 2458366.6285880003 58366.12858800031 18.7763 0.111927 2 50610 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96476 50610 50610 2.7408886262 2.7408886262 -3.7772577212892964 -1.7711020135331512 -4.636214119304782 -3.5381308803244007
289.0271272 -8.740701099999999 385 612 2458366.6285880003 58366.12858800031 17.8816 0.08165839999999999 2 44270 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96475 44270 44270 2.1811200287 2.1811200287 -0.9817935266002229 0.48199832101150186 -1.466838519304929 0.389340519675601
286.3342887 -10.055033 385 612 2458366.6285880003 58366.12858800031 16.8954 0.0388385 2 4866 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96472 04866 4866 2.7978400912 2.7978400912 -3.097466952324425 -0.02310069567105592 -4.159677019304922 -0.9249913803243999
287.2076094 -10.256904400000002 385 612 2458366.6285880003 58366.12858800031 18.4409 0.0858416 2 45464 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96473 45464 45464 2.9132486955 2.9132486955 -2.491232364734548 -0.2857010533188594 -3.2863563193049004 -1.1268627803244016
288.1968298999999 -9.2552089 385 612 2458366.6285880003 58366.12858800031 16.7885 0.0431918 2 15436 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96471 15436 15436 5.3628647015 5.3628647015 -1.6453706374890307 0.2563576722151778 -2.2971358193050264 -0.1251672803243995
289.3846251 -10.6862424 385 612 2458366.6285880003 58366.12858800031 19.1791 0.191922 2 45455 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96470 45455 45455 3.1911785608 3.1911785608 -0.9944204035118883 -0.8856709758868613 -1.1093406193049304 -1.5562007803243993
287.9696268 -11.9898097 385 612 2458366.6285880003 58366.12858800031 18.2544 0.106973 2 43564 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96469 43564 43564 2.6392087671 2.6392087671 -2.1702096641339463 -1.577782591499953 -2.5243389193049097 -2.8597680803244003
289.2795206 -7.2335306 385 612 2458366.6285880003 58366.12858800031 18.6377 0.0822128 2 120361 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96465 C0361 120361 2.2695223445 2.2695223445 -0.5884181533936698 1.461690948368051 -1.2144451193049122 1.8965110196756
288.73350310000006 -6.7404297999999985 385 612 2458366.6285880003 58366.12858800031 18.1593 0.0882937 2 50604 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96466 50604 50604 2.5517153509 2.5517153509 -0.9064953702899862 1.8820517805803632 -1.7604626193048603 2.3896118196756015
287.7406764 -12.1156728 385 612 2458366.6285880003 58366.12858800031 18.2224 0.08987460000000001 2 63225 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96468 63225 63225 1.8384118572 1.8384118572 -2.3498811809857165 -1.6335742814641776 -2.7532893193049404 -2.9856311803244004
291.0571634 -7.011344900000001 385 612 2458366.6285880003 58366.12858800031 18.5531 0.09484830000000001 2 131738 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96448 D1738 131738 2.2121435861000003 2.2121435861000003 0.6989969498171495 1.3288026117415204 0.5631976806950547 2.118696719675599
289.2676653 -6.475828599999999 385 612 2458366.6285880003 58366.12858800031 18.6663 0.12386199999999999 2 108885 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96447 A8885 108885 2.4663982051 2.4663982051 -0.48658889238558284 1.9752102893814734 -1.2263004193049483 2.654213019675601
288.6658635 -11.2129779 385 612 2458366.6285880003 58366.12858800031 18.8945 0.15748299999999998 2 46676 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96463 46676 46676 4.7410143246 4.7410143246 -1.5735434343010772 -1.14239603946801 -1.828102219304924 -2.0829362803244003
285.3712107 -12.19557 385 612 2458366.6285880003 58366.12858800031 18.7881 0.139487 2 12921 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96445 12921 12921 5.597567994299999 5.597567994299999 -4.074124972025679 -1.3794214870625516 -5.122755019304918 -3.0655283803244
285.9035273 -9.7143231 385 612 2458366.6285880003 58366.12858800031 18.0435 0.0626381 2 5760 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96444 05760 5760 2.6982067723000003 2.6982067723000003 -3.3668191112551824 0.27405096904069276 -4.590438419304917 -0.5842814803243996
290.7046921 -11.3571089 385 612 2458366.6285880003 58366.12858800031 18.8569 0.179573 2 73278 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96443 73278 73278 2.7051524637 2.7051524637 -0.15772994173839897 -1.5226217191297646 0.2107263806950641 -2.2270672803244
290.895969 -6.7673838 385 612 2458366.6285880003 58366.12858800031 19.5407 0.213725 2 70767 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96442 70767 70767 3.0791658957 3.0791658957 0.6218358595028153 1.51737676182248 0.4020032806950553 2.3626578196756
291.1187075 -7.5445151 385 612 2458366.6285880003 58366.12858800031 19.0381 0.139933 2 119375 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96446 B9375 119375 2.2794536593 2.2794536593 0.664170305350409 0.9635728811742993 0.6247417806951034 1.5855265196756
290.0842099 -12.9898044 385 612 2458366.6285880003 58366.12858800031 18.2357 0.11013099999999999 2 30437 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96453 30437 30437 2.357546558 2.357546558 -0.8053731954747396 -2.5369482501234484 -0.40975581930490534 -3.8597627803244006
289.369323 -7.6772913 385 612 2458366.6285880003 58366.12858800031 19.5907 0.17075 2 184603 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96462 I4603 184603 2.4295461652 2.4295461652 -0.588360445850257 1.1481034193276727 -1.1246427193049158 1.4527503196755998
288.2410924 -6.3557709 385 612 2458366.6285880003 58366.12858800031 16.4772 0.0435271 2 32555 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96452 32555 32555 1.8909442381 1.8909442381 -1.2035928114962116 2.2225628648879034 -2.2528733193049106 2.7742707196756005
290.4938989 -9.1295578 385 612 2458366.6285880003 58366.12858800031 18.9473 0.133659 2 48687 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96464 48687 48687 2.3822029184 2.3822029184 2.0877751708280288e-05 0.0003340567972617093 -6.681930494778499e-05 0.0004838196755994062
287.7750934 -10.1313123 385 612 2458366.6285880003 58366.12858800031 19.2555 0.187933 2 27112 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96467 27112 27112 3.175771854 3.175771854 -2.0661678295522186 -0.28019912663933194 -2.7188723193049213 -1.0012706803243994
286.0626292 -8.1689869 385 612 2458366.6285880003 58366.12858800031 18.8575 0.101985 2 234523 287.65978 -9.85 1108 58366.12858800031 0.9604279131012556 -0.3071599410441055 4.6145618435244895e-05 96440 N4523 234523 2.0423591701 2.0423591701 -3.0416054068943383 1.3206615643240405 -4.431336519304921 0.9610547196755999
278.23512630000005 -8.416790800000001 384 612 2458366.6290509 58366.12905089976 18.7221 0.089847 2 15073 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93357 15073 15073 3.4030503122000004 3.4030503122000004 -9.064161310829132 2.314429523048967 -12.254428337626223 0.7118906639095357
279.0642274 -7.7339818 384 612 2458366.6290509 58366.12905089976 19.7238 0.191148 2 164189 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93359 G4189 164189 3.4203367611 3.4203367611 -8.313543688513773 2.694513114292709 -11.425327237626277 1.3946996639095373
278.5591231 -7.6241306 384 612 2458366.6290509 58366.12905089976 18.854 0.103832 2 18363 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93358 18363 18363 2.9916384537000003 2.9916384537000003 -8.702171659427812 2.8529921455893454 -11.930431537626248 1.5045508639095369
283.2896723 -11.077155 384 612 2458366.6290509 58366.12905089976 17.5438 0.06884630000000001 2 47581 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93352 47581 47581 1.6664613566 1.6664613566 -5.476060445765796 -0.3205606063753961 -7.1998823376262635 -1.9484735360904626
281.8370043 -13.475078 384 612 2458366.6290509 58366.12905089976 18.6511 0.13553900000000002 2 43561 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93350 43561 43561 2.9191927858999995 2.9191927858999995 -6.857755131334552 -1.853888835341419 -8.65255033762628 -4.346396536090463
278.3744401 -7.454343 384 612 2458366.6290509 58366.12905089976 19.71 0.189588 2 117851 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93349 B7851 117851 5.0813035282 5.0813035282 -8.827990593065909 3.0072245062732663 -12.115114537626255 1.6743384639095371
279.62174280000005 -6.8241996 384 612 2458366.6290509 58366.12905089976 17.8534 0.0513822 2 15637 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93361 15637 15637 3.1553142085 3.1553142085 -7.750422517879171 3.2754733058568863 -10.86781183762622 2.304481863909537
278.12105660000003 -8.410003199999998 384 612 2458366.6290509 58366.12905089976 19.7851 0.213031 2 82758 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93355 82758 82758 2.790571175 2.790571175 -9.154978807611633 2.33632323856299 -12.368498037626239 0.7186782639095384
283.9231548 -9.5830787 384 612 2458366.6290509 58366.12905089976 16.9932 0.0393429 2 10299 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93362 10299 10299 2.2469531621 2.2469531621 -4.811496596437 0.6482162854750796 -6.56639983762625 -0.4543972360904629
282.00262339999995 -8.1137804 384 612 2458366.6290509 58366.12905089976 16.9511 0.153875 2 2013CD224 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93363 K13CM4D 2013CD224 2.4202677169 2.4202677169 -6.071135551169876 1.9729889639770928 -8.486931237626322 1.0149010639095373
281.40311560000004 -11.3571578 384 612 2458366.6290509 58366.12905089976 17.9416 0.122696 2 13586 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93384 13586 13586 2.7740080833 2.7740080833 -6.941503683689661 -0.27342391735090416 -9.086439037626235 -2.2284763360904627
278.04686200000003 -9.0468001 384 612 2458366.6290509 58366.12905089976 17.1403 0.049716199999999995 2 5768 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93372 05768 5768 2.5218998276 2.5218998276 -9.294610845776418 1.873727531087368 -12.442692637626237 0.08188136390953638
282.9445626000001 -12.480056 384 612 2458366.6290509 58366.12905089976 17.5973 0.0783641 2 8917 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93376 08917 8917 3.667222666 3.667222666 -5.905655619408484 -1.2736504588998436 -7.544992037626173 -3.3513745360904625
281.4755282 -9.083435 384 612 2458366.6290509 58366.12905089976 18.6352 0.132287 2 52634 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93377 52634 52634 2.7809210535 2.7809210535 -6.60278210153051 1.3546981090076962 -9.014026437626285 0.04524646390953713
282.2673077 -11.0974537 384 612 2458366.6290509 58366.12905089976 15.7147 0.0423851 2 3894 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93380 03894 3894 2.2863222618 2.2863222618 -6.250450118417749 -0.19965307060872092 -8.222246937626267 -1.968772236090464
280.1857864 -7.276610099999999 384 612 2458366.6290509 58366.12905089976 17.0562 0.0401787 2 7827 280.61059 -9.85 1079 58366.12905089976 0.9604303162366216 -0.3071523790417321 4.6142336101132046e-05 93382 07827 7827 2.4778097186 2.4778097186 -7.36729272275923 2.8561051340293226 -10.303768237626286 1.8520713639095376
